listing_id,host_since,host_acceptance_rate,superhost,host_total_listings,neighborhood,room_type,accommodates,beds,min_nights,total_reviews,avg_rating,price
33766197,5/2/2013,0.96,FALSE,1,Petworth,EntireHome/apt,2,1,31,105,4.83,79
33771524,7/29/2015,0.99,FALSE,253,CapitolHill,EntireHome/apt,4,2,31,14,4.5,112
33772102,7/29/2015,0.99,FALSE,253,CapitolHill,EntireHome/apt,4,2,31,7,4.57,191
33830823,9/20/2014,1,FALSE,17,Georgetown,EntireHome/apt,5,3,1,259,4.84,132
33856921,11/10/2018,1,TRUE,3,DupontCircle,EntireHome/apt,5,2,2,71,4.76,325
33972170,4/12/2019,0.9,TRUE,3,CapitolHill,EntireHome/apt,4,3,3,99,4.94,150
33997170,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,2,1,31,54,4.76,205
34023379,6/11/2014,0.96,FALSE,147,Downtown,EntireHome/apt,5,2,30,6,4.83,298
34054492,12/10/2010,0.48,FALSE,79,Petworth,PrivateRoom,1,1,31,9,4.78,39
34137898,1/4/2013,0.96,TRUE,4,Petworth,EntireHome/apt,4,2,3,54,4.94,293
34156122,12/10/2010,0.48,FALSE,79,Petworth,PrivateRoom,1,1,31,7,5,39
34175841,12/10/2010,0.48,FALSE,79,Petworth,PrivateRoom,1,1,31,8,4.5,39
34183228,6/11/2014,0.96,FALSE,147,FortMcNair,EntireHome/apt,5,2,3,8,4.88,395
34243546,4/28/2019,0.87,TRUE,1,CapitolHill,EntireHome/apt,4,2,2,110,4.9,129
34296434,2/20/2014,0.5,FALSE,2,Downtown,EntireHome/apt,2,1,31,6,4.33,95
34371286,12/10/2010,0.48,FALSE,79,Petworth,PrivateRoom,1,1,31,4,4.25,39
34416381,11/26/2012,0.99,TRUE,5,Georgetown,PrivateRoom,1,1,2,61,4.92,67
34421731,7/19/2017,0.88,TRUE,5,CapitolHill,PrivateRoom,1,1,60,17,4.94,60
34449825,1/10/2018,0.99,TRUE,6,Georgetown,EntireHome/apt,4,2,31,175,4.97,125
34510493,6/11/2014,1,TRUE,1,Downtown,EntireHome/apt,2,2,31,7,4.71,250
34603310,2/22/2017,1,FALSE,3,Bellevue,PrivateRoom,2,1,31,13,4.92,150
34621475,12/10/2010,0.48,FALSE,79,Petworth,PrivateRoom,1,1,31,5,4.8,39
34859597,7/19/2017,0.88,TRUE,5,CapitolHill,PrivateRoom,2,1,90,9,4.56,67
35068620,3/16/2013,0.86,FALSE,44,DupontCircle,PrivateRoom,2,1,2,4,5,155
35079953,11/23/2011,NA,FALSE,4,Petworth,PrivateRoom,2,1,60,2,5,50
35161686,1/31/2014,0.97,TRUE,1,CapitolHill,EntireHome/apt,4,2,2,116,4.97,100
35201832,4/25/2016,0.97,FALSE,1,DupontCircle,EntireHome/apt,2,1,3,142,4.93,213
35309607,12/20/2018,NA,FALSE,1,DupontCircle,EntireHome/apt,4,1,31,12,4.7,99
35321791,8/16/2017,0.98,FALSE,5,Takoma,EntireHome/apt,6,2,7,44,4.84,87
35336448,6/3/2019,0.94,TRUE,2,CapitolHill,EntireHome/apt,4,2,2,77,4.97,145
35343181,9/20/2014,1,FALSE,17,Georgetown,EntireHome/apt,6,2,1,271,4.81,138
35382379,8/6/2015,NA,FALSE,1,Downtown,EntireHome/apt,2,1,31,3,4.67,92
35471374,11/10/2015,0.93,FALSE,8,Georgetown,EntireHome/apt,3,1,77,6,4.17,137
35579189,10/1/2016,0.94,FALSE,3,DupontCircle,EntireHome/apt,1,1,3,39,4.46,115
35640948,4/6/2011,0.99,TRUE,138,Georgetown,EntireHome/apt,8,5,1,58,4.79,362
35679103,7/27/2016,0.99,TRUE,3,CapitolHill,PrivateRoom,2,1,1,48,4.75,72
35716823,11/10/2015,0.93,FALSE,8,Georgetown,EntireHome/apt,2,1,25,6,5,177
35717206,12/6/2015,NA,FALSE,1,DupontCircle,EntireHome/apt,4,3,31,20,5,125
35741692,1/2/2017,0.99,TRUE,1,CapitolHill,EntireHome/apt,4,2,2,191,4.97,144
35764525,10/21/2014,1,FALSE,8,Petworth,EntireHome/apt,5,2,7,49,4.69,85
35841334,9/2/2013,1,TRUE,11,FortMcNair,EntireHome/apt,7,6,3,21,4.67,299
36018580,12/16/2016,0.97,FALSE,4369,DupontCircle,EntireHome/apt,2,1,32,1,4,146
36027092,6/14/2019,0.83,FALSE,10,DupontCircle,PrivateRoom,2,1,31,6,4.67,322
36027382,6/14/2019,0.83,FALSE,10,DupontCircle,PrivateRoom,4,2,31,10,4.3,335
36027557,6/14/2019,0.83,FALSE,10,DupontCircle,PrivateRoom,2,1,31,152,4.68,322
36027693,6/14/2019,0.83,FALSE,10,DupontCircle,PrivateRoom,2,1,31,8,4.63,327
36028001,6/14/2019,0.83,FALSE,10,DupontCircle,PrivateRoom,2,1,31,13,4.54,342
36028494,6/14/2019,0.83,FALSE,10,DupontCircle,PrivateRoom,2,1,31,9,4.33,332
36028730,6/14/2019,0.83,FALSE,10,DupontCircle,PrivateRoom,3,2,31,1,5,522
36029068,6/14/2019,0.83,FALSE,10,DupontCircle,PrivateRoom,2,2,31,3,5,422
36030026,5/29/2013,NA,FALSE,1,FortMcNair,EntireHome/apt,4,2,31,47,4.91,110
36067662,7/26/2016,NA,FALSE,1,Takoma,EntireHome/apt,5,2,31,5,4.6,80
36109968,6/13/2019,1,FALSE,10,CapitolHill,PrivateRoom,2,1,31,1,3,345
36165468,6/13/2019,1,FALSE,10,CapitolHill,PrivateRoom,2,1,31,5,5,335
36165711,6/13/2019,1,FALSE,10,CapitolHill,PrivateRoom,2,1,31,4,3.5,335
36166901,6/13/2019,1,FALSE,10,CapitolHill,PrivateRoom,2,1,31,1,5,405
36170124,6/14/2019,1,FALSE,16,DupontCircle,PrivateRoom,2,1,31,8,4.38,362
36194044,6/14/2019,1,FALSE,16,DupontCircle,PrivateRoom,2,1,31,9,4.56,362
36194212,6/14/2019,1,FALSE,16,DupontCircle,PrivateRoom,2,1,31,3,5,372
36257592,6/19/2019,0.99,FALSE,11,DupontCircle,EntireHome/apt,2,1,1,100,4.87,151
36258139,6/19/2019,0.99,FALSE,11,DupontCircle,EntireHome/apt,2,1,1,87,4.66,144
36260091,6/19/2019,0.99,FALSE,11,DupontCircle,EntireHome/apt,2,1,1,213,4.66,127
36282039,7/1/2019,0.95,TRUE,1,CapitolHill,EntireHome/apt,4,2,2,132,4.73,106
36298242,6/14/2019,1,FALSE,16,DupontCircle,PrivateRoom,2,1,31,2,4,412
36299357,6/14/2019,1,FALSE,16,DupontCircle,PrivateRoom,2,1,31,2,5,412
36302896,6/14/2019,1,FALSE,16,DupontCircle,PrivateRoom,2,1,31,2,4.5,562
36341382,3/21/2016,1,TRUE,2,CapitolHill,EntireHome/apt,5,3,1,148,4.89,100
36348357,10/21/2014,1,FALSE,8,Petworth,PrivateRoom,2,1,5,20,4.4,75
36351097,10/21/2014,1,FALSE,8,Petworth,PrivateRoom,2,1,5,20,4.8,60
36352140,10/21/2014,1,FALSE,8,Petworth,PrivateRoom,1,1,7,3,3.67,45
36356881,2/8/2016,1,FALSE,2,Petworth,EntireHome/apt,2,1,31,7,4.86,65
36414607,6/28/2018,1,FALSE,6,Downtown,EntireHome/apt,2,1,31,164,4.85,89
36488009,7/7/2019,0.93,TRUE,2,CapitolHill,EntireHome/apt,2,1,3,24,5,105
36608550,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,6,3,31,105,4.79,564
36705115,3/15/2015,0.98,TRUE,1,CapitolHill,EntireHome/apt,2,1,2,44,4.91,125
36720015,8/15/2018,0.97,FALSE,1,Petworth,EntireHome/apt,4,2,2,58,4.69,100
36909059,2/24/2016,1,TRUE,1,CapitolHill,EntireHome/apt,4,1,2,80,4.98,144
36972948,5/18/2015,1,TRUE,1,CapitolHill,EntireHome/apt,4,1,31,50,4.84,75
37018045,12/10/2010,0.48,FALSE,79,Petworth,PrivateRoom,1,1,31,3,4.33,38
37138408,7/26/2019,NA,FALSE,1,Downtown,EntireHome/apt,3,2,31,1,1,71
37179549,7/27/2019,1,TRUE,3,CapitolHill,PrivateRoom,2,2,2,20,4.95,194
37181831,7/5/2019,0.98,TRUE,1,CapitolHill,EntireHome/apt,2,2,3,80,4.96,170
37253675,7/29/2019,NA,FALSE,1,CapitolHill,EntireHome/apt,6,2,31,32,4.9,100
37299481,1/3/2016,1,TRUE,1,Georgetown,EntireHome/apt,6,4,2,118,5,405
37303418,10/14/2018,1,TRUE,1,Georgetown,EntireHome/apt,8,5,2,166,4.98,602
37421005,12/30/2016,1,TRUE,1,CapitolHill,EntireHome/apt,3,1,2,102,4.99,109
37431165,7/19/2017,0.88,TRUE,5,CapitolHill,PrivateRoom,1,1,90,14,4.93,64
37456647,4/3/2016,NA,FALSE,2,Georgetown,EntireHome/apt,4,2,31,4,5,175
37458898,11/20/2010,NA,FALSE,3,Takoma,EntireHome/apt,4,2,31,32,4.94,488
37834451,3/5/2015,1,TRUE,6,DupontCircle,EntireHome/apt,2,1,31,70,4.83,114
37838983,4/6/2011,0.99,TRUE,138,Georgetown,EntireHome/apt,3,2,1,97,4.7,138
37881373,10/15/2015,0.99,TRUE,250,CapitolHill,EntireHome/apt,2,1,3,60,4.82,78
37916753,12/6/2016,0.9,TRUE,9,Takoma,PrivateRoom,1,1,75,5,5,45
37986544,6/29/2015,0.92,TRUE,4,Bellevue,EntireHome/apt,4,2,31,18,4.78,103
38021592,10/19/2011,1,TRUE,4,Petworth,EntireHome/apt,4,2,2,182,4.95,94
38104114,8/26/2019,0.95,TRUE,21,DupontCircle,EntireHome/apt,4,2,2,136,4.6,254
38104981,8/26/2019,0.95,TRUE,21,DupontCircle,EntireHome/apt,4,2,2,119,4.71,262
38133336,8/27/2019,1,TRUE,2,DupontCircle,EntireHome/apt,4,3,2,166,4.77,269
38140187,5/7/2013,0.78,FALSE,63,Georgetown,EntireHome/apt,8,5,1,39,4.72,249
38156682,3/30/2015,0.92,FALSE,682,Downtown,EntireHome/apt,3,2,1,1,5,294
38266236,3/20/2014,0.93,TRUE,1,CapitolHill,EntireHome/apt,3,1,2,95,4.99,200
38321510,3/3/2017,0.76,FALSE,1,CapitolHill,EntireHome/apt,2,1,2,75,4.99,185
38385816,8/26/2019,0.95,TRUE,21,Georgetown,EntireHome/apt,4,2,2,129,4.71,266
38478357,9/9/2019,1,TRUE,2,CapitolHill,EntireHome/apt,2,1,2,290,4.99,127
38711311,8/28/2016,NA,FALSE,1,Downtown,EntireHome/apt,2,1,31,21,4.67,106
38793598,9/12/2019,1,FALSE,3,Petworth,EntireHome/apt,3,2,31,9,4.44,189
38915618,8/26/2019,0.95,TRUE,21,DupontCircle,EntireHome/apt,8,4,2,7,4.71,538
38932132,7/27/2017,1,FALSE,2,Georgetown,PrivateRoom,1,1,3,18,4.72,89
39058403,11/20/2010,NA,FALSE,3,Takoma,EntireHome/apt,6,3,31,7,5,566
39083672,4/3/2018,NA,FALSE,4,Takoma,EntireHome/apt,4,3,31,23,4.91,179
39194624,5/18/2009,0.96,FALSE,158,Georgetown,EntireHome/apt,6,3,31,1,0,260
39445808,10/15/2017,1,FALSE,4,Georgetown,EntireHome/apt,7,3,31,159,4.81,250
39484120,6/27/2019,0.5,FALSE,1,Petworth,PrivateRoom,2,1,2,18,5,70
39535837,4/6/2011,0.99,TRUE,138,Georgetown,EntireHome/apt,6,3,1,56,4.77,265
39596942,2/11/2016,NA,FALSE,2,CapitolHill,EntireHome/apt,4,2,31,3,5,100
39604002,10/24/2019,0.99,FALSE,4,DupontCircle,EntireHome/apt,2,1,1,29,4.48,355
39604041,10/24/2019,0.99,FALSE,4,DupontCircle,EntireHome/apt,2,1,1,231,4.71,332
39604044,10/24/2019,0.99,FALSE,4,DupontCircle,EntireHome/apt,2,1,1,60,4.62,425
39604046,10/24/2019,0.99,FALSE,4,DupontCircle,PrivateRoom,2,1,1,7,4.29,472
39726649,1/9/2014,0.98,TRUE,2,CapitolHill,EntireHome/apt,5,1,1,320,4.95,171
39752076,4/6/2011,0.99,TRUE,138,DupontCircle,EntireHome/apt,3,1,1,70,4.66,89
39755135,10/18/2019,0.79,FALSE,5,CapitolHill,PrivateRoom,1,1,31,1,4,74
39798533,11/1/2019,0.84,TRUE,1,Petworth,EntireHome/apt,2,2,2,58,4.88,80
39809926,11/2/2019,1,FALSE,1,CapitolHill,EntireHome/apt,6,3,3,7,4.86,285
40002408,8/29/2016,1,FALSE,1,Bellevue,EntireHome/apt,4,2,2,30,4.9,92
40029212,3/30/2015,0.92,FALSE,682,Downtown,EntireHome/apt,5,2,1,24,4.54,364
40137146,11/15/2019,1,FALSE,5,Takoma,EntireHome/apt,8,3,31,22,4.73,329
40162430,11/17/2019,NA,FALSE,1,DupontCircle,EntireHome/apt,2,1,31,1,4,75
40171821,2/21/2017,0.5,FALSE,2,Takoma,EntireHome/apt,2,1,31,29,4.93,77
40182964,11/17/2019,0.99,FALSE,3,Takoma,EntireHome/apt,4,2,3,29,4.28,95
40212701,6/9/2017,NA,FALSE,1,DupontCircle,EntireHome/apt,4,3,31,1,5,70
40279351,4/6/2011,0.99,TRUE,138,Georgetown,EntireHome/apt,3,2,1,60,4.7,168
40305227,12/16/2016,0.97,FALSE,4369,Downtown,EntireHome/apt,2,1,32,1,5,198
40348377,3/28/2016,NA,FALSE,2,CapitolHill,EntireHome/apt,5,2,31,10,5,150
40373899,4/27/2016,0.8,FALSE,36,DupontCircle,EntireHome/apt,2,2,31,5,4.8,65
40428080,11/15/2019,1,FALSE,5,Takoma,EntireHome/apt,6,3,31,33,4.48,267
40475058,7/21/2015,NA,FALSE,3,Petworth,PrivateRoom,2,1,31,7,4.71,30
40608158,9/23/2013,1,TRUE,2,CapitolHill,EntireHome/apt,2,2,3,17,4.88,70
40612056,9/10/2013,1,TRUE,3,DupontCircle,EntireHome/apt,4,2,31,77,4.83,198
40632048,12/6/2016,0.9,TRUE,9,Takoma,PrivateRoom,1,1,55,1,5,50
40717616,3/25/2017,0.82,TRUE,1,Petworth,EntireHome/apt,10,6,31,32,4.91,312
40721023,6/8/2016,NA,FALSE,7,Downtown,EntireHome/apt,4,1,31,5,4.6,69
40786381,9/18/2019,NA,FALSE,1,Downtown,EntireHome/apt,3,1,31,16,4.63,129
40900395,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,2,1,31,88,4.73,182
40900667,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,4,1,31,41,4.61,220
40950797,5/11/2016,0.83,FALSE,8,Downtown,SharedRoom,1,4,1,7,4.71,69
40950812,5/11/2016,0.83,FALSE,8,Downtown,SharedRoom,1,2,1,5,4.8,79
40961021,3/30/2015,0.92,FALSE,682,Downtown,EntireHome/apt,3,2,1,12,4.08,294
40988436,12/6/2016,0.9,TRUE,9,Takoma,PrivateRoom,1,1,75,3,4.67,57
41024183,3/30/2015,0.92,FALSE,682,Downtown,EntireHome/apt,3,2,1,16,4.38,294
41298255,3/23/2018,0.79,FALSE,1,DupontCircle,EntireHome/apt,2,1,1,88,4.35,200
41325296,11/16/2011,0.93,FALSE,8,Petworth,EntireHome/apt,3,1,31,39,4.41,100
41342070,7/18/2016,1,TRUE,2,CapitolHill,EntireHome/apt,3,2,3,88,4.97,196
41377434,4/12/2014,0.96,TRUE,1,CapitolHill,EntireHome/apt,4,2,5,54,4.93,102
41498029,7/6/2015,0.72,FALSE,1,Georgetown,EntireHome/apt,4,3,31,38,4.74,130
41528513,2/26/2017,1,TRUE,2,DupontCircle,EntireHome/apt,4,1,31,227,4.81,92
41612888,5/18/2009,0.96,FALSE,158,Georgetown,EntireHome/apt,4,2,31,25,4.25,143
41642040,3/24/2017,1,FALSE,1341,Petworth,EntireHome/apt,8,4,31,2,1,202
41656697,11/3/2015,1,TRUE,1,CapitolHill,EntireHome/apt,3,2,2,27,4.96,155
41715029,2/15/2011,1,FALSE,2,Petworth,EntireHome/apt,2,1,31,2,5,70
41738460,11/4/2014,0.75,FALSE,3,Petworth,EntireHome/apt,3,1,31,5,4.6,70
41760756,3/11/2016,1,FALSE,5,Petworth,PrivateRoom,1,1,31,1,5,67
41802165,8/20/2016,0.97,TRUE,1,Petworth,EntireHome/apt,2,1,3,22,4.95,88
41833840,11/10/2015,0.93,FALSE,8,Georgetown,EntireHome/apt,3,2,7,3,4,177
41875412,12/16/2016,0.97,FALSE,4369,Downtown,EntireHome/apt,2,1,32,1,5,214
41876638,12/16/2016,0.97,FALSE,4369,Downtown,EntireHome/apt,2,1,32,2,5,171
41903285,4/18/2015,0.78,FALSE,7,Takoma,EntireHome/apt,6,5,30,19,4.58,289
41929080,10/15/2015,0.99,TRUE,250,CapitolHill,EntireHome/apt,4,1,31,23,5,175
41983676,11/15/2012,1,TRUE,6,Petworth,EntireHome/apt,4,1,3,87,4.79,111
41993096,12/11/2019,1,FALSE,7,Downtown,PrivateRoom,2,1,1,2,5,239
42016076,9/17/2013,1,TRUE,1,DupontCircle,EntireHome/apt,4,2,4,52,5,189
42033815,12/16/2016,0.97,FALSE,4369,Downtown,EntireHome/apt,2,1,32,1,5,161
42037592,9/10/2013,0.95,TRUE,1,CapitolHill,EntireHome/apt,2,1,2,80,4.94,118
42046602,10/28/2013,0.98,TRUE,2,CapitolHill,EntireHome/apt,6,2,1,75,4.97,235
42068276,7/14/2016,1,FALSE,1,Petworth,EntireHome/apt,7,4,4,3,4.67,400
42090210,6/14/2016,0.96,TRUE,1,CapitolHill,EntireHome/apt,3,2,2,67,4.96,157
42163212,4/15/2014,0.98,TRUE,1,Takoma,EntireHome/apt,3,2,31,25,4.88,150
42179779,7/10/2017,0.63,FALSE,1,Bellevue,EntireHome/apt,6,2,3,20,4.65,300
42222012,3/30/2015,0.92,FALSE,682,Downtown,EntireHome/apt,5,2,1,9,4.22,364
42270572,11/16/2011,0.93,FALSE,8,Petworth,PrivateRoom,3,2,31,22,4.14,120
42316829,2/15/2020,1,FALSE,4,Petworth,EntireHome/apt,2,1,7,16,5,75
42318051,7/29/2015,0.99,FALSE,253,CapitolHill,EntireHome/apt,6,3,31,15,4.73,301
42388653,10/12/2017,NA,FALSE,1,Takoma,EntireHome/apt,2,1,31,5,4.8,85
42459578,12/19/2015,1,TRUE,1,CapitolHill,EntireHome/apt,4,2,3,23,5,185
42518842,2/24/2020,0.94,TRUE,5,Downtown,EntireHome/apt,4,2,3,17,4.82,400
42559665,2/26/2020,0.92,TRUE,1,Petworth,PrivateRoom,4,2,2,40,4.75,73
42588777,9/18/2016,0.98,FALSE,2,Petworth,EntireHome/apt,2,1,1,122,4.77,70
42619320,8/14/2011,0.84,FALSE,1,Petworth,EntireHome/apt,2,2,7,5,5,64
42620250,11/20/2013,1,TRUE,1,Petworth,EntireHome/apt,4,2,1,75,4.85,99
42768807,2/16/2015,1,TRUE,5,CapitolHill,EntireHome/apt,4,2,31,157,4.87,126
42776834,2/6/2015,0.92,FALSE,10,Georgetown,EntireHome/apt,7,5,2,57,4.37,283
42791712,11/16/2011,0.93,FALSE,8,Petworth,EntireHome/apt,3,2,31,37,4.38,100
42829620,3/16/2013,0.86,FALSE,44,DupontCircle,EntireHome/apt,3,2,30,1,5,133
42870950,6/17/2016,NA,FALSE,1,Georgetown,EntireHome/apt,3,1,31,1,5,100
42929391,7/29/2015,0.99,FALSE,253,CapitolHill,EntireHome/apt,4,2,31,45,4.82,88
42941476,7/29/2015,0.99,FALSE,253,CapitolHill,EntireHome/apt,4,2,31,6,4.67,333
42964787,6/26/2014,NA,FALSE,2,Downtown,PrivateRoom,2,1,31,1,5,298
43044374,4/6/2011,0.99,TRUE,138,Georgetown,EntireHome/apt,6,3,1,66,4.88,128
43059320,1/15/2015,1,TRUE,1,CapitolHill,EntireHome/apt,2,1,2,70,4.91,112
43082323,1/1/2020,0.74,FALSE,17,Georgetown,EntireHome/apt,7,5,1,2,3,249
43104720,10/27/2017,NA,FALSE,1,Petworth,EntireHome/apt,4,2,31,3,4,200
43124008,9/13/2019,0.25,FALSE,387,CapitolHill,PrivateRoom,1,1,91,1,4,55
43157756,5/19/2016,0.97,FALSE,2,Takoma,EntireHome/apt,3,1,1,26,4.38,49
43186270,7/29/2015,0.99,FALSE,253,CapitolHill,EntireHome/apt,4,2,2,50,4.68,153
43186585,7/29/2015,0.99,FALSE,253,CapitolHill,EntireHome/apt,4,2,2,10,4.9,196
43186713,7/29/2015,0.99,FALSE,253,CapitolHill,EntireHome/apt,4,2,2,44,4.82,167
43186909,7/29/2015,0.99,FALSE,253,CapitolHill,EntireHome/apt,6,3,2,87,4.62,232
43188285,12/16/2016,0.97,FALSE,4369,DupontCircle,EntireHome/apt,2,1,32,1,5,216
43375153,1/4/2014,1,FALSE,2,Georgetown,EntireHome/apt,2,2,31,2,5,119
43465858,1/27/2018,0.99,FALSE,15,CapitolHill,EntireHome/apt,4,2,4,15,4.93,128
43478560,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,4,2,31,69,4.75,232
43479699,5/18/2020,1,TRUE,1,CapitolHill,EntireHome/apt,6,3,31,117,4.77,94
43481170,3/3/2016,0,FALSE,1,DupontCircle,EntireHome/apt,2,1,31,14,5,150
43534310,6/2/2016,0.86,TRUE,1,FortMcNair,EntireHome/apt,6,3,3,66,4.94,316
43564400,2/4/2015,1,TRUE,2,DupontCircle,EntireHome/apt,2,1,15,19,4.89,164
43676822,6/19/2019,0.99,FALSE,11,DupontCircle,EntireHome/apt,2,1,1,112,4.7,125
43676905,6/19/2019,0.99,FALSE,11,DupontCircle,EntireHome/apt,2,1,1,41,4.68,151
43750294,6/14/2019,0.83,FALSE,10,DupontCircle,PrivateRoom,4,2,31,14,4.86,366
43767651,3/6/2018,1,TRUE,14,DupontCircle,EntireHome/apt,2,1,1,9,4.89,264
43767660,3/6/2018,1,TRUE,14,DupontCircle,EntireHome/apt,4,2,1,11,5,308
43770692,8/10/2011,1,TRUE,2,FortMcNair,EntireHome/apt,6,2,31,49,4.92,161
43845709,8/8/2012,0,FALSE,1,Takoma,PrivateRoom,1,1,1,25,4.88,45
43868902,4/12/2018,0.91,TRUE,1,CapitolHill,EntireHome/apt,4,2,3,91,4.98,113
43884836,5/10/2013,0.83,FALSE,1,CapitolHill,EntireHome/apt,4,2,1,79,4.95,180
43888344,12/16/2016,0.97,FALSE,4369,Downtown,EntireHome/apt,2,1,32,1,4,164
43923337,9/23/2015,0.99,FALSE,18,Takoma,EntireHome/apt,5,3,31,17,4.24,89
43939342,6/5/2013,0.98,TRUE,2,Petworth,EntireHome/apt,4,2,1,82,4.93,85
43982311,3/8/2015,1,TRUE,2,CapitolHill,EntireHome/apt,2,1,14,57,4.95,93
44004664,5/18/2009,0.96,FALSE,158,Georgetown,EntireHome/apt,5,3,31,4,5,267
44088653,12/6/2016,0.9,TRUE,9,Takoma,PrivateRoom,1,1,75,2,3.5,50
44119414,11/3/2017,1,FALSE,2,Bellevue,EntireHome/apt,2,1,31,76,4.62,70
44134766,9/28/2011,0.6,FALSE,3,CapitolHill,EntireHome/apt,4,3,10,5,5,200
44138643,5/23/2014,NA,FALSE,4,Petworth,PrivateRoom,2,1,31,1,5,37
44206370,8/28/2012,1,TRUE,2,CapitolHill,EntireHome/apt,2,1,1,129,4.95,142
44207611,7/29/2015,0.99,FALSE,253,CapitolHill,EntireHome/apt,4,2,31,10,5,93
44207617,7/29/2015,0.99,FALSE,253,CapitolHill,EntireHome/apt,4,2,31,3,5,98
44211888,1/9/2013,0.58,TRUE,22,CapitolHill,EntireHome/apt,6,3,31,2,5,160
44433757,6/26/2015,1,FALSE,1,CapitolHill,EntireHome/apt,2,2,31,11,4.82,99
44444193,3/17/2015,0.74,TRUE,2,Takoma,EntireHome/apt,4,1,2,56,4.96,110
44472965,7/5/2013,0.6,FALSE,1,Petworth,EntireHome/apt,2,1,31,2,5,120
44521751,5/17/2012,0.6,FALSE,2,DupontCircle,PrivateRoom,2,1,31,14,5,86
44533310,11/21/2013,0.91,TRUE,1,CapitolHill,EntireHome/apt,2,1,30,20,4.95,105
44559749,8/4/2020,0.92,TRUE,1,CapitolHill,EntireHome/apt,2,1,2,65,4.91,103
44597062,3/8/2014,0.88,TRUE,26,DupontCircle,EntireHome/apt,3,2,31,8,5,140
44678950,2/7/2013,0.74,TRUE,8,Takoma,EntireHome/apt,6,3,4,22,4.82,300
44832737,4/17/2014,NA,FALSE,5,CapitolHill,EntireHome/apt,10,6,31,16,5,450
44995788,12/12/2014,1,FALSE,1,DupontCircle,EntireHome/apt,9,3,31,6,5,325
44998059,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,5,3,2,78,4.76,322
45076792,4/6/2011,0.99,TRUE,138,Georgetown,EntireHome/apt,8,5,1,18,4.94,152
45076831,4/6/2011,0.99,TRUE,138,Georgetown,EntireHome/apt,6,3,1,56,4.84,108
45118225,8/21/2011,0.98,TRUE,2,CapitolHill,EntireHome/apt,4,2,31,6,5,300
45125944,7/17/2014,0.8,TRUE,1,Bellevue,EntireHome/apt,6,3,31,34,4.88,188
45128554,8/26/2020,0.92,FALSE,2,Bellevue,EntireHome/apt,3,1,3,10,3.3,69
45177682,2/8/2018,0.95,TRUE,1,CapitolHill,EntireHome/apt,4,2,3,58,4.95,70
45187699,6/21/2013,0.96,TRUE,3,Petworth,EntireHome/apt,6,6,31,39,4.64,135
45223908,6/26/2011,0,FALSE,2,Takoma,EntireHome/apt,3,2,31,1,5,103
45385834,6/9/2014,0.99,TRUE,5,Petworth,EntireHome/apt,3,1,1,185,4.86,107
45436298,8/8/2014,1,TRUE,2,Petworth,EntireHome/apt,4,2,4,10,4.8,79
45450156,5/6/2018,0.97,TRUE,4,DupontCircle,EntireHome/apt,4,1,2,57,4.82,125
45495027,11/14/2019,1,FALSE,4,CapitolHill,SharedRoom,1,6,1,5,4.8,54
45495668,6/15/2015,0.95,TRUE,2,Petworth,PrivateRoom,1,1,2,22,4.86,89
45512221,10/19/2015,1,FALSE,1,Georgetown,PrivateRoom,2,1,1,12,4.92,85
45516768,8/8/2019,0.95,TRUE,2,Takoma,EntireHome/apt,2,1,3,29,4.83,89
45610031,4/27/2016,0.8,FALSE,36,DupontCircle,EntireHome/apt,2,1,31,3,4.33,60
45623851,8/26/2019,0.95,TRUE,21,DupontCircle,EntireHome/apt,4,2,2,131,4.84,237
45657024,7/29/2015,0.99,FALSE,253,CapitolHill,EntireHome/apt,4,2,31,1,5,142
45669735,7/29/2015,0.99,FALSE,253,CapitolHill,EntireHome/apt,4,2,31,1,5,142
45670073,7/29/2015,0.99,FALSE,253,CapitolHill,EntireHome/apt,6,3,31,1,5,176
45670909,7/29/2015,0.99,FALSE,253,CapitolHill,EntireHome/apt,6,3,31,1,5,123
45671786,1/6/2016,1,TRUE,18,CapitolHill,EntireHome/apt,4,2,31,1,5,128
45672392,1/6/2016,1,TRUE,18,CapitolHill,EntireHome/apt,4,1,31,1,4,117
45672873,1/6/2016,1,TRUE,18,CapitolHill,EntireHome/apt,4,2,31,3,4.67,145
45673093,1/6/2016,1,TRUE,18,CapitolHill,EntireHome/apt,2,1,31,1,5,132
45698732,6/11/2014,0.96,FALSE,147,FortMcNair,EntireHome/apt,5,2,3,3,3,392
45698889,6/11/2014,0.96,FALSE,147,FortMcNair,EntireHome/apt,3,1,3,2,5,220
45699176,6/11/2014,0.96,FALSE,147,FortMcNair,EntireHome/apt,5,2,3,6,4.83,353
45719672,5/5/2018,1,TRUE,2,CapitolHill,EntireHome/apt,1,1,31,4,5,64
45726862,7/29/2015,0.99,FALSE,253,CapitolHill,EntireHome/apt,3,2,31,10,4.5,197
45756100,10/6/2020,0.99,TRUE,1,CapitolHill,EntireHome/apt,6,4,3,115,5,269
