listing_id,host_since,host_acceptance_rate,superhost,host_total_listings,neighborhood,room_type,accommodates,beds,min_nights,total_reviews,avg_rating,price
12623775,1/29/2014,1,TRUE,2,FortMcNair,EntireHome/apt,6,4,2,123,4.85,450
12646701,8/15/2015,NA,FALSE,2,Petworth,EntireHome/apt,3,1,3,230,4.83,50
12784285,9/22/2015,1,TRUE,1,CapitolHill,EntireHome/apt,2,1,2,156,4.9,196
12833258,4/5/2016,0.83,TRUE,1,Petworth,EntireHome/apt,3,2,7,106,4.88,100
12850682,11/27/2013,1,TRUE,30,CapitolHill,EntireHome/apt,4,2,31,11,5,385
12864169,11/27/2013,1,TRUE,30,CapitolHill,EntireHome/apt,4,2,31,71,4.93,251
12865283,2/15/2013,1,TRUE,1,DupontCircle,EntireHome/apt,4,1,1,382,4.88,144
12866552,11/27/2013,1,TRUE,30,CapitolHill,EntireHome/apt,4,2,31,9,4.67,265
12866878,11/27/2013,1,TRUE,30,CapitolHill,EntireHome/apt,4,2,31,28,4.89,224
12869982,3/16/2016,NA,FALSE,1,Downtown,EntireHome/apt,2,1,31,3,4.5,110
12902944,5/6/2016,NA,FALSE,4,Georgetown,EntireHome/apt,5,3,365,1,4,250
12927810,2/19/2015,0.92,FALSE,15,DupontCircle,EntireHome/apt,5,2,31,11,4.27,96
13005087,4/1/2016,0.99,FALSE,2,Petworth,EntireHome/apt,8,6,3,248,4.66,220
13078902,11/27/2013,1,TRUE,30,CapitolHill,EntireHome/apt,4,2,31,46,4.89,169
13096118,5/18/2009,0.96,FALSE,158,Georgetown,EntireHome/apt,4,3,31,78,4.73,143
13112324,5/28/2015,NA,FALSE,1,CapitolHill,EntireHome/apt,4,2,31,3,4.67,105
13138525,8/15/2015,NA,FALSE,2,Petworth,PrivateRoom,2,1,31,1,5,35
13175413,3/24/2014,0.72,FALSE,4,CapitolHill,EntireHome/apt,9,5,31,36,4.97,450
13207086,5/9/2010,1,TRUE,6,Downtown,EntireHome/apt,4,2,2,93,4.91,280
13208131,5/25/2016,0.75,TRUE,1,Takoma,EntireHome/apt,3,2,2,112,4.61,100
13280319,1/14/2014,0.99,FALSE,16,Downtown,EntireHome/apt,12,4,32,203,4.79,549
13313002,6/1/2016,0.82,TRUE,3,DupontCircle,EntireHome/apt,6,2,31,292,4.94,180
13316914,5/30/2016,1,FALSE,6,Georgetown,EntireHome/apt,2,1,31,34,4.5,93
13342086,4/13/2015,NA,FALSE,1,CapitolHill,EntireHome/apt,4,2,31,2,0,190
13390535,3/30/2015,0.92,FALSE,682,Downtown,EntireHome/apt,5,2,1,17,4.29,364
13491888,10/7/2011,1,FALSE,16,CapitolHill,EntireHome/apt,6,3,4,190,4.86,220
13492207,10/7/2011,1,FALSE,16,CapitolHill,EntireHome/apt,2,1,4,173,4.73,118
13494833,10/7/2011,1,FALSE,16,CapitolHill,EntireHome/apt,8,3,31,27,4.85,295
13542720,8/17/2015,NA,FALSE,1,CapitolHill,EntireHome/apt,8,6,31,5,5,275
13577810,6/16/2016,0.43,FALSE,11,Georgetown,EntireHome/apt,2,1,90,7,4.14,65
13578526,6/16/2016,0.43,FALSE,11,Georgetown,EntireHome/apt,2,2,90,7,4.14,65
13620848,7/30/2014,NA,FALSE,2,FortMcNair,EntireHome/apt,2,1,33,45,4.89,100
13622959,2/18/2016,1,TRUE,1,CapitolHill,EntireHome/apt,3,2,2,263,4.85,119
13748008,6/5/2017,NA,FALSE,3,DupontCircle,EntireHome/apt,4,2,31,106,4.8,136
13894976,7/5/2016,0.87,FALSE,2,CapitolHill,EntireHome/apt,6,3,31,30,4.97,375
13926632,6/30/2013,0.9,FALSE,6,Georgetown,PrivateRoom,3,1,1,158,4.72,140
13959404,7/11/2016,NA,FALSE,2,DupontCircle,NA,2,1,31,1,0,100
14101888,1/23/2014,1,TRUE,1,Petworth,EntireHome/apt,2,1,1,308,4.89,135
14108883,7/6/2016,NA,FALSE,1,CapitolHill,EntireHome/apt,4,2,31,6,4.67,450
14148096,1/29/2010,NA,FALSE,3,Downtown,EntireHome/apt,5,1,31,2,5,75
14331755,8/3/2016,1,FALSE,2,CapitolHill,EntireHome/apt,5,1,31,16,4.86,219
14333797,8/3/2016,1,FALSE,2,CapitolHill,EntireHome/apt,5,3,31,40,4.8,199
14360838,7/2/2013,NA,FALSE,1,DupontCircle,EntireHome/apt,2,1,120,6,4.83,125
14421376,6/15/2014,NA,FALSE,1,Downtown,PrivateRoom,2,1,31,2,5,100
14520972,8/9/2013,1,FALSE,11,Downtown,PrivateRoom,1,1,31,69,4.62,59
14548071,6/12/2013,0.67,FALSE,1,Petworth,EntireHome/apt,4,1,32,2,4,84
14660503,4/2/2014,0,FALSE,1,Takoma,EntireHome/apt,2,1,4,24,4.83,75
14694714,8/7/2012,1,TRUE,3,Takoma,EntireHome/apt,8,5,22,17,4.94,700
14748391,2/2/2012,0.82,FALSE,4,Petworth,PrivateRoom,2,1,2,53,5,70
14805243,4/13/2014,0.96,TRUE,1,DupontCircle,EntireHome/apt,4,2,1,337,4.91,175
14890121,10/8/2014,1,TRUE,1,Petworth,EntireHome/apt,4,3,2,102,4.97,228
14899604,9/13/2014,1,FALSE,1,Petworth,EntireHome/apt,3,2,31,16,4.67,52
14918834,9/8/2015,NA,FALSE,5,Petworth,PrivateRoom,1,1,31,1,5,130
14944917,11/8/2015,1,TRUE,3,CapitolHill,EntireHome/apt,4,1,3,270,4.88,85
15092261,12/29/2014,1,TRUE,1,Petworth,EntireHome/apt,7,3,2,59,4.95,252
15155205,9/21/2016,NA,FALSE,1,DupontCircle,EntireHome/apt,2,1,31,1,5,79
15171376,12/29/2014,0.98,TRUE,2,Petworth,EntireHome/apt,4,1,2,261,4.9,122
15176149,12/30/2013,NA,FALSE,1,DupontCircle,EntireHome/apt,2,1,31,3,5,73
15218873,8/31/2015,1,FALSE,1,CapitolHill,EntireHome/apt,2,1,2,186,4.95,158
15248451,9/27/2016,NA,FALSE,1,CapitolHill,EntireHome/apt,4,2,31,42,5,99
15251965,9/16/2016,0.7,FALSE,320,Downtown,EntireHome/apt,3,2,31,1,5,342
15252636,9/16/2016,0.7,FALSE,320,Downtown,EntireHome/apt,3,2,31,3,3.33,342
15253221,9/16/2016,0.7,FALSE,320,Downtown,EntireHome/apt,5,2,31,4,4.5,424
15264519,9/16/2016,0.7,FALSE,320,Downtown,NA,5,2,31,5,4.4,424
15288203,7/3/2014,NA,FALSE,1,Petworth,EntireHome/apt,4,3,31,76,4.96,138
15343995,10/20/2015,0.99,TRUE,1,DupontCircle,EntireHome/apt,2,1,2,160,4.85,95
15421820,6/8/2016,1,TRUE,4,CapitolHill,EntireHome/apt,12,4,31,145,4.81,325
15422186,10/8/2016,1,TRUE,1,Bellevue,EntireHome/apt,7,4,31,26,4.8,203
15483564,3/25/2016,NA,FALSE,1,DupontCircle,EntireHome/apt,4,2,2,49,4.96,130
15522091,8/6/2015,0.98,TRUE,1,CapitolHill,EntireHome/apt,3,1,1,205,4.9,117
15522419,7/4/2016,0.96,TRUE,2,Downtown,EntireHome/apt,4,2,1,249,4.9,298
15552233,1/13/2016,0.99,TRUE,1,CapitolHill,EntireHome/apt,4,1,2,NA,NA,76
15554376,10/18/2016,0.14,FALSE,2,DupontCircle,EntireHome/apt,3,4,180,NA,NA,285
15655208,5/23/2016,1,TRUE,1,DupontCircle,EntireHome/apt,4,4,2,31,4.81,749
15658197,6/30/2013,0.9,FALSE,6,Georgetown,PrivateRoom,3,2,1,123,4.71,140
15665231,10/24/2016,0.98,FALSE,1,CapitolHill,EntireHome/apt,4,1,2,112,4.93,153
15734466,7/29/2015,0.99,FALSE,253,CapitolHill,EntireHome/apt,4,2,31,269,4.68,177
15743578,5/26/2013,0.18,FALSE,16,Georgetown,EntireHome/apt,2,1,120,4,5,71
15744305,8/13/2013,NA,FALSE,1,CapitolHill,EntireHome/apt,2,1,31,18,5,110
15752720,2/2/2012,0.82,FALSE,4,Petworth,EntireHome/apt,4,4,3,17,5,200
15805076,11/2/2016,NA,FALSE,3,CapitolHill,EntireHome/apt,8,3,31,43,4.83,199
15817486,11/2/2016,NA,FALSE,3,CapitolHill,EntireHome/apt,6,2,31,55,4.7,162
15899330,2/7/2013,1,FALSE,1,Takoma,EntireHome/apt,2,1,7,90,4.81,75
15937364,8/18/2015,1,TRUE,1,CapitolHill,EntireHome/apt,4,1,1,89,4.92,98
15938415,7/31/2016,0.88,FALSE,6,Petworth,PrivateRoom,1,1,31,112,4.86,75
15967879,5/19/2016,1,TRUE,1,Downtown,EntireHome/apt,3,2,1,343,4.86,106
15980497,3/28/2012,1,FALSE,2,Downtown,EntireHome/apt,4,2,32,73,4.88,100
15985071,1/11/2014,0.93,FALSE,4,CapitolHill,EntireHome/apt,4,2,2,212,4.87,124
15988991,5/15/2014,0.14,FALSE,1,Downtown,EntireHome/apt,2,1,31,13,4.92,250
16013376,6/16/2016,0.43,FALSE,11,Georgetown,EntireHome/apt,2,1,70,8,4.88,72
16014460,4/20/2014,0.84,FALSE,3,Petworth,EntireHome/apt,8,4,31,5,4.75,250
16018100,6/19/2012,1,TRUE,1,CapitolHill,EntireHome/apt,2,1,2,51,4.8,95
16040704,11/19/2016,NA,FALSE,1,Petworth,EntireHome/apt,4,2,31,52,4.76,130
16052295,7/5/2013,1,FALSE,2,CapitolHill,EntireHome/apt,3,2,31,38,4.97,113
16131739,5/15/2013,0.93,FALSE,5,Petworth,EntireHome/apt,9,5,31,105,4.91,420
16174330,11/29/2016,0.87,FALSE,11,Georgetown,PrivateRoom,2,1,1,10,4.8,221
16174851,8/27/2009,0.83,FALSE,11,Petworth,EntireHome/apt,2,1,31,14,4.79,99
16179637,11/19/2017,NA,FALSE,1,CapitolHill,PrivateRoom,2,1,31,45,4.91,60
16202179,11/29/2016,0.87,FALSE,11,Georgetown,PrivateRoom,2,1,1,12,4.83,214
16204459,11/29/2016,0.87,FALSE,11,Georgetown,PrivateRoom,2,1,1,1,5,221
16218083,11/29/2016,0.87,FALSE,11,Georgetown,PrivateRoom,2,1,1,5,4.2,222
16239379,2/17/2014,NA,FALSE,2,Downtown,EntireHome/apt,2,1,180,1,5,130
16284856,2/17/2015,1,TRUE,2,CapitolHill,EntireHome/apt,4,2,31,238,4.97,125
16285366,11/29/2016,0.87,FALSE,11,Georgetown,PrivateRoom,2,1,3,4,4.75,183
16285598,11/29/2016,0.87,FALSE,11,Georgetown,PrivateRoom,2,1,3,4,5,189
16285755,11/29/2016,0.87,FALSE,11,Georgetown,PrivateRoom,2,1,1,3,4.67,221
16286156,11/29/2016,0.87,FALSE,11,Georgetown,PrivateRoom,2,1,1,7,4.71,268
16286331,11/29/2016,0.87,FALSE,11,Georgetown,PrivateRoom,3,2,2,6,4.5,280
16300909,3/16/2012,NA,FALSE,1,Downtown,EntireHome/apt,4,2,31,15,4.85,99
16323750,3/20/2014,0.71,FALSE,2,Downtown,EntireHome/apt,4,3,7,13,5,89
16335709,1/10/2016,0.97,FALSE,11,CapitolHill,EntireHome/apt,4,1,1,71,4.75,153
16343789,9/16/2014,0.85,FALSE,2,Georgetown,EntireHome/apt,3,2,1,82,4.67,213
16344337,10/10/2013,NA,FALSE,1,Petworth,EntireHome/apt,2,1,31,3,4.33,42
16348636,5/30/2013,1,TRUE,1,Takoma,EntireHome/apt,4,2,2,111,4.94,69
16352310,1/14/2016,NA,FALSE,2,Downtown,EntireHome/apt,5,3,31,6,5,240
16361327,3/30/2015,0.92,FALSE,682,Downtown,EntireHome/apt,5,2,1,14,4.5,364
16379151,12/14/2016,0.7,FALSE,1,Takoma,EntireHome/apt,6,3,2,2,4.5,635
16405079,7/29/2015,0.99,FALSE,253,DupontCircle,PrivateRoom,2,1,31,335,4.71,110
16413061,12/17/2016,0.82,FALSE,1,CapitolHill,EntireHome/apt,4,3,4,96,4.99,275
16413243,12/17/2016,NA,FALSE,1,CapitolHill,EntireHome/apt,5,3,31,3,5,250
16423741,4/21/2013,NA,FALSE,2,DupontCircle,EntireHome/apt,3,1,31,9,4.25,133
16427431,9/7/2016,NA,FALSE,1,Downtown,EntireHome/apt,2,1,31,1,0,500
16427522,12/18/2016,1,TRUE,1,Petworth,EntireHome/apt,3,1,2,341,4.92,101
16448459,12/20/2016,0.81,TRUE,2,Takoma,EntireHome/apt,4,3,7,20,4.95,110
16454685,7/19/2014,1,TRUE,9,CapitolHill,EntireHome/apt,9,6,2,353,4.94,209
16487475,12/23/2016,0.97,FALSE,2,Petworth,EntireHome/apt,2,1,2,390,4.82,72
16521785,12/26/2016,0.99,FALSE,2,FortMcNair,NA,6,2,31,205,4.63,190
16525202,8/5/2016,1,FALSE,1,Downtown,PrivateRoom,2,1,31,34,5,189
16545332,3/30/2015,NA,FALSE,1,Downtown,EntireHome/apt,2,1,182,16,4.81,108
16576444,7/22/2015,NA,FALSE,1,CapitolHill,PrivateRoom,2,1,31,1,5,499
16583485,1/18/2016,NA,FALSE,1,Downtown,EntireHome/apt,3,1,31,3,5,175
16589585,11/22/2014,0.99,TRUE,1,CapitolHill,EntireHome/apt,4,2,30,295,4.89,138
16602138,1/2/2017,1,TRUE,1,FortMcNair,EntireHome/apt,3,2,12,88,4.69,85
16620442,1/3/2017,0.62,FALSE,3,Georgetown,EntireHome/apt,6,2,4,36,4.94,1050
16650454,4/22/2013,0.95,FALSE,2,Takoma,EntireHome/apt,4,1,2,160,4.59,150
16676204,1/7/2017,NA,FALSE,18,Downtown,EntireHome/apt,4,2,31,30,4.9,550
16678182,9/15/2016,0.99,TRUE,2,CapitolHill,EntireHome/apt,4,1,3,53,5,200
16684937,11/2/2013,0.97,TRUE,3,Downtown,EntireHome/apt,2,1,3,8,5,300
16701782,5/19/2016,0.9,FALSE,1,CapitolHill,EntireHome/apt,2,2,7,153,4.88,150
16703018,7/27/2015,NA,FALSE,1,DupontCircle,EntireHome/apt,2,1,31,12,4.5,94
16704758,11/2/2016,NA,FALSE,3,CapitolHill,EntireHome/apt,6,1,31,37,4.73,108
16741874,12/31/2008,0.88,FALSE,3,Georgetown,EntireHome/apt,2,1,3,139,4.78,97
16757351,1/12/2017,0,FALSE,2,CapitolHill,PrivateRoom,1,1,31,28,4.82,89
16767868,1/13/2017,1,TRUE,7,DupontCircle,EntireHome/apt,5,2,31,38,4.89,377
16795499,1/6/2016,1,TRUE,1,CapitolHill,EntireHome/apt,2,1,2,47,5,148
16806562,4/19/2016,NA,FALSE,2,FortMcNair,EntireHome/apt,2,1,31,1,5,375
16811541,1/16/2017,NA,FALSE,1,Georgetown,EntireHome/apt,3,2,31,28,5,175
16825256,7/18/2012,1,FALSE,6,DupontCircle,EntireHome/apt,3,1,31,95,4.76,128
16828556,6/4/2013,NA,FALSE,3,DupontCircle,EntireHome/apt,4,2,31,6,4.8,100
16869795,6/15/2015,0.64,TRUE,4,DupontCircle,EntireHome/apt,14,6,3,45,4.98,1128
16882568,1/21/2017,1,TRUE,1,CapitolHill,EntireHome/apt,2,2,2,398,4.98,149
16959752,1/9/2013,0.58,TRUE,22,CapitolHill,EntireHome/apt,4,2,31,4,5,115
17044362,4/11/2011,1,TRUE,6,Georgetown,EntireHome/apt,2,1,3,202,4.98,145
17133266,3/9/2016,0.67,FALSE,4,Georgetown,EntireHome/apt,2,2,185,2,5,55
17234433,8/10/2014,0.96,TRUE,2,Georgetown,PrivateRoom,2,1,2,169,4.68,119
17303429,11/23/2011,0.71,TRUE,3,Georgetown,EntireHome/apt,1,1,4,NA,NA,125
17387565,2/21/2017,1,FALSE,1,Petworth,EntireHome/apt,2,1,2,40,4.7,85
17464583,4/26/2014,NA,FALSE,1,DupontCircle,EntireHome/apt,2,1,31,9,4.71,60
17509422,8/3/2013,NA,FALSE,1,Takoma,EntireHome/apt,4,3,2,2,4.5,200
17509770,1/15/2013,0.6,TRUE,11,Petworth,PrivateRoom,2,1,31,23,4.91,55
17558492,12/26/2016,0.99,FALSE,2,FortMcNair,EntireHome/apt,6,3,31,206,4.48,190
17601148,3/7/2017,NA,FALSE,1,Petworth,PrivateRoom,2,1,31,2,5,75
17655720,3/10/2017,1,FALSE,1,DupontCircle,EntireHome/apt,4,2,31,36,4.47,95
17784595,6/4/2014,0.95,TRUE,5,Georgetown,PrivateRoom,2,2,3,225,4.96,92
17840858,9/5/2012,1,TRUE,1,CapitolHill,EntireHome/apt,2,1,1,178,4.97,158
17846412,12/12/2008,0.94,TRUE,2,CapitolHill,PrivateRoom,1,1,14,64,4.92,85
17858987,3/23/2017,NA,FALSE,1,Petworth,EntireHome/apt,4,2,31,5,5,425
17964221,4/15/2011,1,FALSE,8,DupontCircle,PrivateRoom,4,2,1,218,4.74,106
17964535,4/15/2011,1,FALSE,8,DupontCircle,PrivateRoom,4,2,1,254,4.79,153
17980645,5/7/2013,0.78,FALSE,63,Georgetown,EntireHome/apt,6,5,1,202,4.84,249
18076615,12/6/2016,0.9,TRUE,9,Takoma,NA,2,1,32,86,4.99,99
18189814,7/19/2012,0.2,FALSE,2,CapitolHill,EntireHome/apt,7,5,7,NA,NA,210
18221455,4/14/2017,0.92,TRUE,1,Takoma,EntireHome/apt,2,2,2,87,4.89,59
18265537,4/26/2015,1,TRUE,3,Takoma,PrivateRoom,1,1,1,26,4.85,50
18269812,4/4/2017,0.94,TRUE,1,Bellevue,EntireHome/apt,5,2,1,63,4.95,86
18288362,7/29/2015,0.99,FALSE,253,DupontCircle,PrivateRoom,2,1,31,349,4.77,125
18313133,1/13/2017,1,TRUE,7,DupontCircle,EntireHome/apt,2,1,31,127,4.8,189
18313435,1/13/2017,1,TRUE,7,DupontCircle,EntireHome/apt,2,1,31,92,4.73,204
18343787,3/16/2013,0.86,FALSE,44,DupontCircle,PrivateRoom,3,1,30,4,5,85
18409075,1/13/2017,1,TRUE,7,DupontCircle,EntireHome/apt,4,2,31,151,4.9,439
18422244,6/30/2013,0.9,FALSE,6,Georgetown,PrivateRoom,6,3,1,5,3.2,300
18433862,5/3/2016,NA,FALSE,11,Downtown,EntireHome/apt,5,3,31,77,4.7,90
18471909,4/29/2017,1,TRUE,2,CapitolHill,EntireHome/apt,3,2,2,208,4.83,142
18598439,7/29/2015,0.99,FALSE,253,DupontCircle,PrivateRoom,2,1,31,330,4.78,123
18636769,1/19/2014,1,FALSE,2,Bellevue,EntireHome/apt,1,1,90,24,4.83,55
18669853,5/16/2015,NA,FALSE,2,Georgetown,EntireHome/apt,2,1,31,81,4.75,105
18746031,9/29/2015,0.99,TRUE,2,CapitolHill,PrivateRoom,2,1,2,274,4.95,95
18757058,6/13/2015,NA,FALSE,1,Petworth,EntireHome/apt,2,1,31,181,4.85,93
18811872,9/14/2014,0.95,TRUE,1,Georgetown,EntireHome/apt,3,2,4,NA,NA,332
18826674,3/11/2015,0.96,FALSE,4,DupontCircle,EntireHome/apt,3,1,1,93,4.78,222
18853536,7/20/2016,1,TRUE,1,CapitolHill,EntireHome/apt,3,1,2,273,4.86,101
18854142,5/21/2017,1,TRUE,3,Georgetown,EntireHome/apt,6,4,30,39,4.87,115
18868200,7/22/2014,1,FALSE,4,CapitolHill,PrivateRoom,1,1,1,2,5,125
18975927,5/28/2017,NA,FALSE,1,Downtown,EntireHome/apt,2,1,31,7,4.71,85
19018633,9/26/2015,NA,FALSE,1,CapitolHill,SharedRoom,1,1,31,13,4.92,58
19025023,11/28/2016,1,FALSE,14,Downtown,EntireHome/apt,6,2,31,104,4.9,315
19093209,6/4/2017,NA,FALSE,1,Georgetown,EntireHome/apt,6,4,31,82,4.48,239
19115559,4/27/2016,0.8,FALSE,36,DupontCircle,EntireHome/apt,2,1,31,60,4.87,90
19142630,7/29/2015,0.99,FALSE,253,DupontCircle,PrivateRoom,2,1,31,415,4.81,104
19154251,6/7/2017,0.5,FALSE,1,Petworth,EntireHome/apt,4,1,31,74,4.92,98
19231140,3/11/2015,0.96,FALSE,4,DupontCircle,EntireHome/apt,9,4,2,30,4.83,511
19308865,4/25/2016,NA,FALSE,1,Petworth,EntireHome/apt,6,2,31,4,4.5,117
19373525,6/3/2011,0.56,FALSE,2,CapitolHill,EntireHome/apt,4,1,3,82,4.77,100
19388832,12/10/2011,0.92,TRUE,7,CapitolHill,EntireHome/apt,4,1,31,189,4.94,139
19405358,8/21/2011,0.98,TRUE,2,CapitolHill,EntireHome/apt,4,2,2,119,4.93,200
19429471,6/10/2014,0.69,FALSE,1,Petworth,PrivateRoom,2,2,31,118,4.59,40
19457942,5/4/2016,NA,FALSE,3,DupontCircle,EntireHome/apt,4,2,31,3,5,105
19479297,10/14/2015,1,FALSE,136,Downtown,EntireHome/apt,8,6,3,184,4.88,281
19503298,7/29/2015,0.99,FALSE,253,CapitolHill,EntireHome/apt,3,2,2,213,4.91,190
19505495,8/2/2014,1,FALSE,1,Georgetown,EntireHome/apt,4,2,2,260,4.6,157
19506309,6/25/2017,0.75,FALSE,1,Petworth,EntireHome/apt,2,1,31,2,5,90
19507167,4/3/2015,NA,FALSE,1,Takoma,EntireHome/apt,6,2,31,1,5,140
19508480,9/4/2014,0.99,TRUE,2,Downtown,PrivateRoom,2,1,31,262,4.9,62
19526445,6/11/2016,NA,FALSE,2,DupontCircle,PrivateRoom,2,1,31,3,5,85
19625495,3/14/2014,0.98,TRUE,1,Petworth,EntireHome/apt,2,1,3,104,4.72,70
19637156,10/12/2016,NA,FALSE,3,DupontCircle,EntireHome/apt,2,1,31,1,3,200
19642299,5/10/2015,0.96,TRUE,2,CapitolHill,EntireHome/apt,8,4,31,118,4.97,301
19766598,6/23/2017,0.88,FALSE,3,Takoma,PrivateRoom,1,1,7,NA,NA,49
19787253,12/6/2016,0.9,TRUE,9,Petworth,EntireHome/apt,2,1,32,54,4.89,95
19846846,12/17/2016,0.2,FALSE,4,FortMcNair,EntireHome/apt,2,1,90,50,4.65,110
19872890,6/4/2014,0.95,TRUE,5,Georgetown,EntireHome/apt,2,2,3,212,4.92,103
19912376,2/2/2017,0.83,FALSE,1,Takoma,PrivateRoom,2,1,31,1,5,54
19945206,6/10/2013,0.82,TRUE,2,CapitolHill,PrivateRoom,1,1,2,25,5,99
20028213,9/2/2012,1,TRUE,21,CapitolHill,EntireHome/apt,8,3,31,10,4.67,500
20049395,5/4/2012,0.97,TRUE,7,Georgetown,EntireHome/apt,13,5,2,213,4.85,536
20124890,9/4/2014,0.99,TRUE,2,Downtown,PrivateRoom,2,1,31,325,4.93,60
20138796,1/6/2015,1,TRUE,1,CapitolHill,EntireHome/apt,3,1,2,268,5,157
20153702,6/3/2011,0.56,FALSE,2,CapitolHill,EntireHome/apt,8,4,7,6,5,265
20166365,12/14/2015,0.97,TRUE,1,CapitolHill,EntireHome/apt,4,4,1,383,4.84,161
20166874,7/22/2016,0.98,FALSE,10,Georgetown,PrivateRoom,2,1,31,138,4.53,75
20186574,7/22/2016,0.98,FALSE,10,Georgetown,PrivateRoom,2,1,31,49,4.75,69
20192249,8/1/2017,1,FALSE,2,DupontCircle,EntireHome/apt,5,4,2,212,4.64,210
20213058,8/2/2017,0.91,TRUE,1,CapitolHill,EntireHome/apt,6,3,2,289,4.88,255
20217934,10/10/2013,0.96,TRUE,5,Takoma,PrivateRoom,2,1,7,1,5,80
20253006,3/16/2013,0.86,FALSE,44,DupontCircle,PrivateRoom,2,2,4,15,4.87,125
20277898,1/12/2015,NA,FALSE,1,Downtown,PrivateRoom,2,1,31,4,4.75,85
20294927,6/22/2014,0.73,TRUE,7,Petworth,EntireHome/apt,2,1,3,24,5,144
20302085,11/12/2015,NA,FALSE,5,Downtown,EntireHome/apt,3,1,31,4,5,165
20347049,12/19/2013,NA,FALSE,4,CapitolHill,EntireHome/apt,4,1,4,36,5,145
20358943,8/7/2017,0.96,TRUE,1,CapitolHill,EntireHome/apt,4,1,3,77,4.84,126
20403640,4/27/2017,0.98,FALSE,3,Petworth,EntireHome/apt,10,5,31,117,4.73,199
20403766,3/11/2015,0.96,FALSE,4,DupontCircle,EntireHome/apt,7,4,1,202,4.74,215
20437419,10/10/2013,0.96,TRUE,5,Takoma,PrivateRoom,2,1,4,6,4.67,65
20437717,7/21/2010,0.99,TRUE,2,Georgetown,PrivateRoom,3,1,31,241,4.85,102
20438692,7/21/2010,0.99,TRUE,2,Georgetown,PrivateRoom,3,1,31,221,4.88,102
20461027,5/18/2009,0.96,FALSE,158,CapitolHill,EntireHome/apt,6,5,31,12,4.42,50
20500529,10/14/2015,NA,FALSE,1,Petworth,EntireHome/apt,4,2,31,16,4.75,94
20607002,8/21/2017,1,FALSE,1,DupontCircle,EntireHome/apt,4,1,31,68,4.81,115
20631517,6/2/2016,NA,FALSE,2,Petworth,EntireHome/apt,3,1,31,13,4.92,99
20650534,8/18/2017,0.74,FALSE,45,CapitolHill,SharedRoom,6,6,1,50,4.66,25
20653842,3/26/2016,1,TRUE,5,Petworth,EntireHome/apt,1,1,60,12,5,55
20675654,8/18/2017,0.74,FALSE,45,CapitolHill,SharedRoom,6,6,1,9,4.11,29
20722572,9/19/2016,0,FALSE,2,CapitolHill,EntireHome/apt,4,1,31,2,5,100
20743970,11/12/2015,NA,FALSE,5,Downtown,EntireHome/apt,5,2,31,6,5,240
20769447,9/1/2017,1,TRUE,2,CapitolHill,EntireHome/apt,2,2,2,184,4.93,138
20773444,1/10/2016,0.97,FALSE,11,CapitolHill,EntireHome/apt,2,1,1,148,4.68,125
20808151,10/18/2016,0.14,FALSE,2,DupontCircle,PrivateRoom,2,2,31,5,5,157
20842495,3/2/2013,NA,FALSE,2,DupontCircle,PrivateRoom,2,1,31,4,4.75,62
20849583,9/7/2017,NA,FALSE,1,CapitolHill,EntireHome/apt,8,4,31,102,4.79,400
20895152,9/16/2016,0.7,FALSE,320,Downtown,EntireHome/apt,3,2,31,1,3,342
21013396,9/19/2017,1,TRUE,1,Petworth,EntireHome/apt,4,2,1,166,4.89,126
21044972,12/21/2016,0.25,FALSE,1,Takoma,EntireHome/apt,5,4,3,36,4.94,88
21065888,6/23/2017,0.88,FALSE,3,Takoma,PrivateRoom,1,1,14,9,4.89,49
21120222,11/12/2015,NA,FALSE,5,DupontCircle,EntireHome/apt,3,1,31,3,5,175
21122879,8/20/2014,1,TRUE,1,CapitolHill,EntireHome/apt,2,1,2,256,4.98,129
21135212,10/15/2015,0.99,TRUE,250,Georgetown,EntireHome/apt,5,3,3,79,4.7,144
21181175,10/1/2015,1,FALSE,7,Petworth,EntireHome/apt,3,2,1,149,4.69,125
21218730,8/12/2015,0.73,FALSE,6,Takoma,EntireHome/apt,2,1,2,6,4.67,118
21282511,3/16/2013,0.86,FALSE,44,DupontCircle,PrivateRoom,2,1,10,27,4.74,140
21305912,12/31/2015,1,TRUE,1,DupontCircle,EntireHome/apt,4,2,2,201,4.96,202
21383659,8/18/2017,0.74,FALSE,45,CapitolHill,PrivateRoom,4,4,1,13,4.23,120
21384208,8/18/2017,0.74,FALSE,45,CapitolHill,SharedRoom,6,6,1,31,4.48,25
21397208,10/12/2017,0.67,FALSE,2,Georgetown,EntireHome/apt,2,1,60,6,4,68
21436504,4/4/2014,NA,FALSE,3,CapitolHill,EntireHome/apt,3,2,31,2,5,80
21437643,9/25/2012,1,FALSE,17,FortMcNair,PrivateRoom,2,1,1,228,4.4,91
21502153,6/30/2015,0.97,TRUE,2,Takoma,EntireHome/apt,6,3,30,122,4.89,186
21531280,8/16/2017,0.98,FALSE,5,Takoma,EntireHome/apt,5,4,10,100,4.83,87
21593076,9/9/2013,NA,FALSE,3,Georgetown,PrivateRoom,2,2,31,5,5,85
21642372,11/5/2017,NA,FALSE,1,DupontCircle,PrivateRoom,2,1,2,72,4.99,99
21646963,12/30/2015,1,FALSE,35,DupontCircle,EntireHome/apt,2,1,31,83,4.72,103
